selection,reason,source_id,docid,ky_hieu,loai,co_quan,ngay_ban_hanh,ngay_hieu_luc,trich_yeu,url_vb,pdf_local,chars,status,notes,file_state,match_count,text_chars,mojibake_markers,matched_files,audit_reason
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat26_2008,,26/2008/QH12,Luật,Quốc hội,,2009-07-01,Luật Thi hành án dân sự 115_VBHN-VPQH,,,234921,active_verified,Bach-Xuan/Luật Thi hành án dân sự 115_VBHN-VPQH.txt,TEXT_PRESENT,2,234921,0,Bach-Xuan\Luật Thi hành án dân sự 115_VBHN-VPQH.txt | data\sources_real\luat26_2008.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat26_2023,209628,26/2023/QH15,Luật,Quốc hội,27-11-2023,01-07-2024,LUẬT CĂN CƯỚC,https://vanban.chinhphu.vn/?pageid=27160&docid=209628,data/private_cache/vbpq/luat26_2023.pdf,61340,active_verified,,TEXT_PRESENT,2,66142,0,data\private_cache\vbpq\luat26_2023.pdf | data\sources_real\luat26_2023.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat27_2023,,27/2023/QH15,Luật,Quốc hội,,2024-08-01,Luật Nhà ở 79_VBHN-VPQH,,,344477,active_verified,Bach-Xuan/Luật Nhà ở 79_VBHN-VPQH.txt,TEXT_PRESENT,2,344477,0,Bach-Xuan\Luật Nhà ở 79_VBHN-VPQH.txt | data\sources_real\luat27_2023.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat35_2013,,35/2013/QH13,Luật,Quốc hội,,,Luật Hòa giải ở cơ sở,,,20915,active_verified,Bach-Xuan/Luật Hòa giải ở cơ sở 35_2013_QH13.txt,TEXT_PRESENT,2,20915,0,Bach-Xuan\Luật Hòa giải ở cơ sở 35_2013_QH13.txt | data\sources_real\luat35_2013.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat39_2009,,39/2009/QH12,Luật,Quốc hội,,2010-07-01,Luật Người cao tuổi 23_VBHN-VPQH,,,25833,active_verified,Bach-Xuan/Luật Người cao tuổi 23_VBHN-VPQH.txt,TEXT_PRESENT,2,25833,0,Bach-Xuan\Luật Người cao tuổi 23_VBHN-VPQH.txt | data\sources_real\luat39_2009.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat41_2024,,41/2024/QH15,Luật,Quốc hội,,2025-07-01,Luật Bảo hiểm xã hội 19_VBHN-VPQH,,,187926,active_verified,Bach-Xuan/Luật Bảo hiểm xã hội 19_VBHN-VPQH.txt,TEXT_PRESENT,2,187926,0,Bach-Xuan\Luật Bảo hiểm xã hội 19_VBHN-VPQH.txt | data\sources_real\luat41_2024.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat46_2024,212474,46/2024/QH15,Luật,Quốc hội,26-11-2024,01-07-2025,LUẬT CÔNG CHỨNG,https://vanban.chinhphu.vn/?pageid=27160&docid=212474,data/private_cache/vbpq/luat46_2024.pdf,109309,active_verified,,TEXT_PRESENT,2,123109,0,data\private_cache\vbpq\luat46_2024.pdf | data\sources_real\luat46_2024.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat47_2014,,47/2014/QH13,Luật,Quốc hội,,2015-01-01,"Luật Nhập cảnh, xuất cảnh, quá cảnh, cư trú của người nước ngoài tại Việt Nam 62_VBHN-VPQH",,,87198,active_verified,"Bach-Xuan/Luật Nhập cảnh, xuất cảnh, quá cảnh, cư trú của người nước ngoài tại Việt Nam 62_VBHN-VPQH.txt",TEXT_PRESENT,2,87198,0,"Bach-Xuan\Luật Nhập cảnh, xuất cảnh, quá cảnh, cư trú của người nước ngoài tại Việt Nam 62_VBHN-VPQH.txt | data\sources_real\luat47_2014.md",Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat50_2014,,50/2014/QH13,Luật,Quốc hội,,2015-01-01,Luật Xây dựng 154_VBHN-VPQH,,,232082,active_verified,Bach-Xuan/Luật Xây dựng 154_VBHN-VPQH.txt,TEXT_PRESENT,2,232082,0,Bach-Xuan\Luật Xây dựng 154_VBHN-VPQH.txt | data\sources_real\luat50_2014.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat51_2010,,51/2010/QH12,Luật,Quốc hội,,2011-01-01,Luật Người khuyết tật 24_VBHN-VPQH,,,48305,active_verified,Bach-Xuan/Luật Người khuyết tật 24_VBHN-VPQH.txt,TEXT_PRESENT,2,48305,0,Bach-Xuan\Luật Người khuyết tật 24_VBHN-VPQH.txt | data\sources_real\luat51_2010.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat51_2024,212479,51/2024/QH15,Luật,Quốc hội,2024-11-27,2025-07-01,"Luật sửa đổi, bổ sung một số điều của Luật Bảo hiểm y tế",https://congbao.chinhphu.vn/van-ban/luat-so-51-2024-qh15-43559.htm,,50161,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,2,50162,0,data\sources_real\luat51_2024.md | data\private_cache\vbpq\luat51_2024.pdf,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat60_2014,178129,60/2014/QH13,Luật,Quốc hội,20-11-2014,01-01-2016,LUẬT HỘ TỊCH,https://vanban.chinhphu.vn/?pageid=27160&docid=178129,data/private_cache/vbpq/luat60_2014.pdf,55239,active_verified,,TEXT_PRESENT,2,55484,1,data\private_cache\vbpq\luat60_2014.pdf | data\sources_real\luat60_2014.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat64_2025,,64/2025/QH15,Luật,Quốc hội,,2025-04-01,Luật Ban hành văn bản quy phạm pháp luật 54_VBHN-VPQH,,,118313,active_verified,Bach-Xuan/Luật Ban hành văn bản quy phạm pháp luật 54_VBHN-VPQH.txt,TEXT_PRESENT,2,118313,0,Bach-Xuan\Luật Ban hành văn bản quy phạm pháp luật 54_VBHN-VPQH.txt | data\sources_real\luat64_2025.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat65_2006,,65/2006/QH11,Luật,Quốc hội,,2007-01-01,Luật Luật sư 03_VBHN-VPQH,,,108592,active_verified,Bach-Xuan/Luật Luật sư 03_VBHN-VPQH.txt,TEXT_PRESENT,2,108592,0,Bach-Xuan\Luật Luật sư 03_VBHN-VPQH.txt | data\sources_real\luat65_2006.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat68_2020,202609,68/2020/QH14,Luật,Quốc hội,13-11-2020,01-07-2021,LUẬT CƯ TRÚ,https://vanban.chinhphu.vn/?pageid=27160&docid=202609,data/private_cache/vbpq/luat68_2020.pdf,49423,active_verified,,TEXT_PRESENT,2,57511,0,data\private_cache\vbpq\luat68_2020.pdf | data\sources_real\luat68_2020.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat74_2025,,74/2025/QH15,Luật,Quốc hội,,,Luật Việc làm,,,56667,active_verified,Bach-Xuan/Luật Việc làm 74_2025QH15.txt,TEXT_PRESENT,2,56667,0,Bach-Xuan\Luật Việc làm 74_2025QH15.txt | data\sources_real\luat74_2025.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",luat93_2015,,93/2015/QH13,Luật,Quốc hội,,2016-07-01,Luật Tố tụng hành chính 13_VBHN-VPQH,,,378154,active_verified,Bach-Xuan/Luật Tố tụng hành chính 13_VBHN-VPQH.txt,TEXT_PRESENT,2,378154,0,Bach-Xuan\Luật Tố tụng hành chính 13_VBHN-VPQH.txt | data\sources_real\luat93_2015.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd07_2025,212416,07/2025/NĐ-CP,Nghị định,Chính phủ,09-01-2025,09-01-2025,"Sửa đổi, bổ sung một số điều của các Nghị định trong lĩnh vực hộ tịch, quốc tịch, chứng thực",https://vanban.chinhphu.vn/?pageid=27160&docid=212416,data/private_cache/vbpq/nd07_2025.pdf,52129,active_verified,,TEXT_PRESENT,2,52459,3,data\private_cache\vbpq\nd07_2025.pdf | data\sources_real\nd07_2025.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd104_2025,213663,104/2025/NĐ-CP,Nghị định,Chính phủ,15-05-2025,01-07-2025,Quy định chi tiết một số điều và biện pháp thi hành Luật Công chứng,https://vanban.chinhphu.vn/?pageid=27160&docid=213663,data/private_cache/vbpq/nd104_2025.pdf,101843,active_verified,,TEXT_PRESENT,2,102150,2,data\private_cache\vbpq\nd104_2025.pdf | data\sources_real\nd104_2025.md,Có file text/markdown để ingest
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd120_2025,213894,120/2025/NĐ-CP,Nghị định,Chính phủ,2025-06-11,2025-07-01,Nghị định quy định về phân định thẩm quyền của chính quyền địa phương 02 cấp trong lĩnh vực quản lý nhà nước của Bộ Tư pháp,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-120-2025-nd-cp-45062/56730.htm,,29361,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,3,29362,0,data\sources_real\nd120_2025.md | data\private_cache\congbao2\nd120_2025_777.pdf | data\private_cache\vbpq\nd120_2025.pdf,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd123_2015,182158,123/2015/NĐ-CP,Nghị định,Chính phủ,15-11-2015,01-01-2016,Quy định chi tiết một số điều và biện pháp thi hành Luật Hộ tịch,https://vanban.chinhphu.vn/?pageid=27160&docid=182158,data/private_cache/vbpq/nd123_2015.pdf,52646,active_verified,,TEXT_PRESENT,2,52950,1,data\private_cache\vbpq\nd123_2015.pdf | data\sources_real\nd123_2015.md,Có file text/markdown để ingest
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd126_2014,178372,126/2014/NĐ-CP,Nghị định,Chính phủ,31-12-2014,15-02-2015,Quy định chi tiết một số điều và biện pháp thi hành Luật Hôn nhân và gia đình,https://vanban.chinhphu.vn/?pageid=27160&docid=178372,data/private_cache/vbpq/nd126_2014.pdf,74856,active_verified,,TEXT_PRESENT,2,75173,1,data\private_cache\vbpq\nd126_2014.pdf | data\sources_real\nd126_2014.md,Có file text/markdown để ingest
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd135_2020,201650,135/2020/NĐ-CP,Nghị định,Chính phủ,2020-11-18,2021-01-01,Nghị định quy định về tuổi nghỉ hưu,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-135-2020-nd-cp-32525.htm,,15814,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,1,15815,0,data\sources_real\nd135_2020.md,Có file text/markdown để ingest
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd145_2020,201967,145/2020/NĐ-CP,Nghị định,Chính phủ,2020-12-14,2021-02-01,Nghị định quy định chi tiết và hướng dẫn thi hành một số điều của Bộ luật Lao động về điều kiện lao động và quan hệ lao động,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-145-2020-nd-cp-32732.htm,,237917,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,5,237918,0,data\sources_real\nd145_2020.md | data\private_cache\congbao\nd145_2020_000.pdf | data\private_cache\congbao\nd145_2020_1203.pdf | data\private_cache\congbao\nd145_2020_1205.pdf | data\private_cache\vbpq\nd145_2020.pdf,Có file text/markdown để ingest
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd151_2025,213927,151/2025/NĐ-CP,Nghị định,Chính phủ,2025-06-12,2025-07-01,"Nghị định quy định về phân định thẩm quyền của chính quyền địa phương 02 cấp, phân quyền, phân cấp trong lĩnh vực đất đai",https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-151-2025-nd-cp-45191.htm,,427177,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,2,427177,0,data\sources_real\nd151_2025.md | data\private_cache\vbpq\nd151_2025.pdf,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd154_2024,211821,154/2024/NĐ-CP,Nghị định,Chính phủ,26-11-2024,10-01-2025,Quy định chi tiết một số điều và biện pháp thi hành Luật Cư trú,https://vanban.chinhphu.vn/?pageid=27160&docid=211821,data/private_cache/vbpq/nd154_2024.pdf,40298,active_verified,,TEXT_PRESENT,2,40601,5,data\private_cache\vbpq\nd154_2024.pdf | data\sources_real\nd154_2024.md,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd158_2025,214189,158/2025/NĐ-CP,Nghị định,Chính phủ,2025-06-25,2025-07-01,Nghị định quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội bắt buộc,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-158-2025-nd-cp-45240/57069.htm,,116765,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,3,116766,0,data\sources_real\nd158_2025.md | data\private_cache\congbao\nd158_2025_851.pdf | data\private_cache\vbpq\nd158_2025.pdf,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd159_2025,214269,159/2025/NĐ-CP,Nghị định,Chính phủ,2025-06-25,2025-07-01,Nghị định quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội tự nguyện,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-159-2025-nd-cp-45253/57094.htm,,32355,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,3,32356,0,data\sources_real\nd159_2025.md | data\private_cache\congbao\nd159_2025_853.pdf | data\private_cache\vbpq\nd159_2025.pdf,Có file text/markdown để ingest
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd168_2024,212167,168/2024/NĐ-CP,Nghị định,Chính phủ,2024-12-26,2025-01-01,"Nghị định quy định xử phạt vi phạm hành chính về trật tự, an toàn giao thông trong lĩnh vực giao thông đường bộ; trừ điểm, phục hồi điểm giấy phép lái xe",https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-168-2024-nd-cp-43733/54010.htm,,254260,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,3,254261,0,data\sources_real\nd168_2024.md | data\private_cache\congbao\nd168_2024_000.pdf | data\private_cache\vbpq\nd168_2024.pdf,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd176_2025,214435,176/2025/NĐ-CP,Nghị định,Chính phủ,2025-06-30,2025-07-01,Nghị định quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm xã hội về trợ cấp hưu trí xã hội,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-176-2025-nd-cp-45409/57399.htm,,15801,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,2,15802,0,data\sources_real\nd176_2025.md | data\private_cache\vbpq\nd176_2025.pdf,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd188_2025,214515,188/2025/NĐ-CP,Nghị định,Chính phủ,2025-07-01,2025-08-15,Nghị định quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-188-2025-nd-cp-45593/57770.htm,,223795,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,4,223796,0,data\sources_real\nd188_2025.md | data\private_cache\congbao\nd188_2025_977.pdf | data\private_cache\congbao\nd188_2025_979.pdf | data\private_cache\vbpq\nd188_2025.pdf,Có file text/markdown để ingest
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd191_2025,214527,191/2025/NĐ-CP,Nghị định,Chính phủ,2025-06-27,2025-07-01,Nghị định quy định chi tiết một số điều và biện pháp thi hành Luật Quốc tịch Việt Nam,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-191-2025-nd-cp-45602/57788.htm,,61422,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,3,61423,0,data\sources_real\nd191_2025.md | data\private_cache\congbao\nd191_2025_979.pdf | data\private_cache\vbpq\nd191_2025.pdf,Có file text/markdown để ingest
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd20_2021,202811,20/2021/NĐ-CP,Nghị định,Chính phủ,2021-03-15,2021-07-01,Nghị định quy định chính sách trợ giúp xã hội đối với đối tượng bảo trợ xã hội,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-20-2021-nd-cp-33456/35239.htm,,93463,active_verified,congbao.chinhphu.vn,TEXT_PRESENT_BUT_QUALITY_REVIEW,3,93464,34,data\sources_real\nd20_2021.md | data\private_cache\congbao\nd20_2021_475.pdf | data\private_cache\vbpq\nd20_2021.pdf,"Có text nhưng cần kiểm tra chất lượng: chars=93464, mojibake_markers=34"
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd293_2025,215832,293/2025/NĐ-CP,Nghị định,Chính phủ,2025-11-10,2026-01-01,Nghị định quy định mức lương tối thiểu đối với người lao động làm việc theo hợp đồng lao động,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-293-2025-nd-cp-46568.htm,,28635,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,1,28636,0,data\sources_real\nd293_2025.md,Có file text/markdown để ingest
SUPPORT,Văn bản hướng dẫn trực tiếp cho nguồn CORE,nd351_2025,216360,351/2025/NĐ-CP,Nghị định,Chính phủ,2025-12-30,2026-02-15,Nghị định quy định chuẩn nghèo đa chiều quốc gia giai đoạn 2026 - 2030,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-351-2025-nd-cp-468331.htm,,8803,active_verified,congbao.chinhphu.vn,TEXT_PRESENT_BUT_QUALITY_REVIEW,3,8804,0,data\sources_real\nd351_2025.md | data\private_cache\congbao2\nd351_2025_000.docx | data\private_cache\vbpq\nd351_2025.pdf,"Có text nhưng cần kiểm tra chất lượng: chars=8804, mojibake_markers=0"
CORE,"Nền tảng cho câu hỏi dân sự, quyền lợi và thủ tục phổ biến",nd374_2025,216493,374/2025/NĐ-CP,Nghị định,Chính phủ,2025-12-01,2026-01-01,Nghị định quy định chi tiết thi hành một số điều của Luật Việc làm về bảo hiểm thất nghiệp,https://congbao.chinhphu.vn/van-ban/nghi-dinh-so-374-2025-nd-cp-468724.htm,,170498,active_verified,congbao.chinhphu.vn,TEXT_PRESENT,4,170499,0,data\sources_real\nd374_2025.md | data\private_cache\congbao\nd374_2025_000.docx | data\private_cache\congbao\nd374_2025_000.pdf | data\private_cache\vbpq\nd374_2025.pdf,Có file text/markdown để ingest
